0	1.4756E-09
-0.000200648	0.00153318
0.030194384	-0.251149263
0.059815536	-0.500476434
0.097684821	-0.778249248
0.143515334	-1.055492437
0.196174467	-1.331333833
0.255062865	-1.598715775
0.317098826	-1.853654201
0.381812391	-2.09625023
0.453427619	-2.343035444
0.535019401	-2.602304563
0.619869768	-2.856337028
0.721457653	-3.134694356
0.823902749	-3.388274022
0.925980289	-3.62043557
1.037702291	-3.858655993
1.157156244	-4.099644424
1.28186808	-4.343140319
1.410265091	-4.594097369
1.54442082	-4.861452179
1.65186646	-5.076674762
1.778796797	-5.317266217
1.913292204	-5.560936606
2.047736011	-5.804341476
2.172452421	-6.037445115
2.288996978	-6.263116137
2.408743727	-6.507734643
2.516785764	-6.743152458
2.623794256	-6.988677443
2.723095834	-7.224808037
2.816828203	-7.457734036
2.914958236	-7.718495985
3.001498129	-7.965450972
3.086205882	-8.223487724
3.163389055	-8.471562559
3.245361651	-8.753600275
3.316365617	-9.0251025
3.380702169	-9.303029075
3.4350677	-9.580209382
3.479009212	-9.880712834
3.505254136	-10.16437613
3.518054875	-10.42393034
3.52253174	-10.68792242
3.519748768	-10.94373429
3.514352323	-11.20425874
3.507993274	-11.47072729
3.502257019	-11.73080259
3.497601827	-12.00157695
3.495999076	-12.25769443